SampleID , xsection , kfactor , filtereff , uncertainty , mh , priority , generator , process , simulation
"161151","0.0017691","1.0","1.0","--","105","1","Pythia8","ZH_H->WW->leplep","Full"
"161152","0.0030670","1.0","1.0","--","110","1","Pythia8","ZH_H->WW->leplep","Full"
"161153","0.0048371","1.0","1.0","--","115","1","Pythia8","ZH_H->WW->leplep","Full"
"161154","0.0069715","1.0","1.0","--","120","1","Pythia8","ZH_H->WW->leplep","Full"
"167292","0.0088545","1.0","1.0","--","124","1","Pythia8","ZH_H->WW->leplep","Full"
"161155","0.0093732","1.0","1.0","--","125","1","Pythia8","ZH_H->WW->leplep","Full"
"167295","0.0098210","1.0","1.0","--","126","1","Pythia8","ZH_H->WW->leplep","Full"
"161156","0.0116766","1.0","1.0","--","130","1","Pythia8","ZH_H->WW->leplep","Full"
"161157","0.0136847","1.0","1.0","--","135","1","Pythia8","ZH_H->WW->leplep","Full"
"161158","0.0152414","1.0","1.0","--","140","1","Pythia8","ZH_H->WW->leplep","Full"
"161159","0.0162692","1.0","1.0","--","145","1","Pythia8","ZH_H->WW->leplep","Full"
"161160","0.016863","1.0","1.0","--","150","1","Pythia8","ZH_H->WW->leplep","Full"
"161161","0.0171703","1.0","1.0","--","155","1","Pythia8","ZH_H->WW->leplep","Full"
"161162","0.0173098","1.0","1.0","--","160","1","Pythia8","ZH_H->WW->leplep","Full"
"161163","0.0169608","1.0","1.0","--","165","1","Pythia8","ZH_H->WW->leplep","Full"
"161164","0.0153617","1.0","1.0","--","170","1","Pythia8","ZH_H->WW->leplep","Full"
"161165","0.0137676","1.0","1.0","--","175","1","Pythia8","ZH_H->WW->leplep","Full"
"161166","0.0120438","1.0","1.0","--","180","1","Pythia8","ZH_H->WW->leplep","Full"
"161167","0.0099674","1.0","1.0","--","185","1","Pythia8","ZH_H->WW->leplep","Full"
"161168","0.0084326","1.0","1.0","--","190","1","Pythia8","ZH_H->WW->leplep","Full"
"161169","0.0074015","1.0","1.0","--","195","1","Pythia8","ZH_H->WW->leplep","Full"
"161170","0.0066049","1.0","1.0","--","200","1","Pythia8","ZH_H->WW->leplep","Full"
"161171","0.0044469","1.0","1.0","--","220","1","Pythia8","ZH_H->WW->leplep"
"161172","0.0031031","1.0","1.0","--","240","1","Pythia8","ZH_H->WW->leplep"
"161173","0.0022101","1.0","1.0","--","260","1","Pythia8","ZH_H->WW->leplep"
"161174","0.0016036","1.0","1.0","--","280","1","Pythia8","ZH_H->WW->leplep"
"161175","0.0011819","1.0","1.0","--","300","1","Pythia8","ZH_H->WW->leplep"
"161176","0.0008831","1.0","1.0","--","320","1","Pythia8","ZH_H->WW->leplep"
