SampleID , xsection , kfactor , filtereff , uncertainty , mh , priority , generator , process , simulation
167344,3.7934,1.23,0.30956,--,-999,2,Alpgen+Herwig,Ztautau+4p(60<M<2000GeV)_VBF_EF,Full
147094,1.1366,1.23,1,--,-999,1,Alpgen+Herwig,Ztautau+5p(60<M<2000GeV),Full
169450,712.14,1.23,0.000523,--,-999,2,Alpgen+Herwig,Ztautau+0p(60<M<2000GeV)_2l_VBF_EF,Full
169451,154.97,1.23,0.002145,--,-999,2,Alpgen+Herwig,Ztautau+1p(60<M<2000GeV)_2l_VBF_EF,Full
169452,48.805,1.23,0.008520,--,-999,2,Alpgen+Herwig,Ztautau+2p(60<M<2000GeV)_2l_VBF_EF,Full
169453,14.189,1.23,0.021625,--,-999,2,Alpgen+Herwig,Ztautau+3p(60<M<2000GeV)_2l_VBF_EF,Full
169454,3.8005,1.23,0.03695,--,-999,2,Alpgen+Herwig,Ztautau+4p(60<M<2000GeV)_2l_VBF_EF,Full
169455,1.1441,1.23,0.05134,--,-999,2,Alpgen+Herwig,Ztautau+5p(60<M<2000GeV)_2l_VBF_EF,Full
146830,3477.2,1.19,1.0,--,-999,2,Alpgen+Herwig,Zee+0p(10<M<60GeV),Full
146831,108.8,1.19,1.0,--,-999,2,Alpgen+Herwig,Zee+1p(10<M<60GeV),Full
146832,52.767,1.19,1.0,--,-999,2,Alpgen+Herwig,Zee+2p(10<M<60GeV),Full
146833,11.297,1.19,1.0,--,-999,2,Alpgen+Herwig,Zee+3p(10<M<60GeV),Full
146834,2.5836,1.19,1.0,--,-999,2,Alpgen+Herwig,Zee+4p(10<M<60GeV),Full
146835,0.69267,1.19,1.0,--,-999,1,Alpgen+Herwig,Zee+5p(10<M<60GeV),Full
146840,3477.1,1.19,1.0,--,-999,2,Alpgen+Herwig,Zmumu+0p(10<M<60GeV),Full
146841,108.75,1.19,1.0,--,-999,2,Alpgen+Herwig,Zmumu+1p(10<M<60GeV),Full
146842,52.741,1.19,1.0,--,-999,2,Alpgen+Herwig,Zmumu+2p(10<M<60GeV),Full
146843,11.241,1.19,1.0,--,-999,2,Alpgen+Herwig,Zmumu+3p(10<M<60GeV),Full
146844,2.6005,1.19,1.0,--,-999,2,Alpgen+Herwig,Zmumu+4p(10<M<60GeV),Full
146845,0.69373,1.19,1.0,--,-999,1,Alpgen+Herwig,Zmumu+5p(10<M<60GeV),Full
146850,3477.1,1.19,1.0,--,-999,2,Alpgen+Herwig,Ztautau+0p(10<M<60GeV),Full
146851,108.74,1.19,1.0,--,-999,2,Alpgen+Herwig,Ztautau+1p(10<M<60GeV),Full
146852,52.732,1.19,1.0,--,-999,2,Alpgen+Herwig,Ztautau+2p(10<M<60GeV),Full
146853,11.326,1.19,1.0,--,-999,2,Alpgen+Herwig,Ztautau+3p(10<M<60GeV),Full
146854,2.592,1.19,1.0,--,-999,1,Alpgen+Herwig,Ztautau+4p(10<M<60GeV),Full
146855,0.6929,1.19,1.0,--,-999,1,Alpgen+Herwig,Ztautau+5p(10<M<60GeV),Full
146860,3477.9,1.19,0.010456,--,-999,1,Alpgen+Herwig,Zee+0p(10<M<60GeV)_2l_EF,Full
146861,108.72,1.19,0.20383,--,-999,1,Alpgen+Herwig,Zee+1p(10<M<60GeV)_2l_EF,Full
146862,52.837,1.19,0.13841,--,-999,1,Alpgen+Herwig,Zee+2p(10<M<60GeV)_2l_EF,Full
146863,11.291,1.19,0.20806,--,-999,1,Alpgen+Herwig,Zee+3p(10<M<60GeV)_2l_EF,Full
146864,2.5852,1.19,0.25262,--,-999,1,Alpgen+Herwig,Zee+4p(10<M<60GeV)_2l_EF,Full
146870,3477.7,1.19,0.010861,--,-999,1,Alpgen+Herwig,Zmumu+0p(10<M<60GeV)_2l_EF,Full
146871,108.74,1.19,0.21096,--,-999,1,Alpgen+Herwig,Zmumu+1p(10<M<60GeV)_2l_EF,Full
146872,52.814,1.19,0.14253,--,-999,1,Alpgen+Herwig,Zmumu+2p(10<M<60GeV)_2l_EF,Full
146873,11.299,1.19,0.21385,--,-999,1,Alpgen+Herwig,Zmumu+3p(10<M<60GeV)_2l_EF,Full
146874,2.5793,1.19,0.25869,--,-999,1,Alpgen+Herwig,Zmumu+4p(10<M<60GeV)_2l_EF,Full
146880,3477.9,1.19,2.4348e-05,--,-999,1,Alpgen+Herwig,Ztautau+0p(10<M<60GeV)_2l_EF,Full
146881,108.71,1.19,0.0013608,--,-999,1,Alpgen+Herwig,Ztautau+1p(10<M<60GeV)_2l_EF,Full
146882,52.827,1.19,0.0017404,--,-999,1,Alpgen+Herwig,Ztautau+2p(10<M<60GeV)_2l_EF,Full
146883,11.311,1.19,0.0038727,--,-999,1,Alpgen+Herwig,Ztautau+3p(10<M<60GeV)_2l_EF,Full
181310,3477.9,1.19,0.00030376,--,-999,2,Alpgen+Herwig,Zee+0p(10<M<60GeV)_2l_VBF_EF,Full
181311,108.72,1.19,0.0057027,--,-999,2,Alpgen+Herwig,Zee+1p(10<M<60GeV)_2l_VBF_EF,Full
181312,52.882,1.19,0.012702,--,-999,2,Alpgen+Herwig,Zee+2p(10<M<60GeV)_2l_VBF_EF,Full
181313,11.331,1.19,0.04814,--,-999,2,Alpgen+Herwig,Zee+3p(10<M<60GeV)_2l_VBF_EF,Full
181314,2.6189,1.19,0.11126,--,-999,2,Alpgen+Herwig,Zee+4p(10<M<60GeV)_2l_VBF_EF,Full
181315,0.7052,1.19,0.2026,--,-999,2,Alpgen+Herwig,Zee+5p(10<M<60GeV)_2l_VBF_EF,Full
181320,3477.9,1.19,0.00011334,--,-999,2,Alpgen+Herwig,Zmumu+0p(10<M<60GeV)_2l_VBF_EF,Full
181321,108.73,1.19,0.0048336,--,-999,2,Alpgen+Herwig,Zmumu+1p(10<M<60GeV)_2l_VBF_EF,Full
181322,52.879,1.19,0.010365,--,-999,2,Alpgen+Herwig,Zmumu+2p(10<M<60GeV)_2l_VBF_EF,Full
181323,11.329,1.19,0.040711,--,-999,2,Alpgen+Herwig,Zmumu+3p(10<M<60GeV)_2l_VBF_EF,Full
181324,2.6185,1.19,0.09818,--,-999,2,Alpgen+Herwig,Zmumu+4p(10<M<60GeV)_2l_VBF_EF,Full
181325,0.7063,1.19,0.18913,--,-999,2,Alpgen+Herwig,Zmumu+5p(10<M<60GeV)_2l_VBF_EF,Full
109300,8.3777,1.23,1.0,--,-999,2,Alpgen+Herwig,Zeebb+0p(30<M<10000),Full
109301,3.2529,1.23,1.0,--,-999,2,Alpgen+Herwig,Zeebb+1p(30<M<10000),Full
109302,1.1902,1.23,1.0,--,-999,2,Alpgen+Herwig,Zeebb+2p(30<M<10000),Full
109303,0.50278,1.23,1.0,--,-999,2,Alpgen+Herwig,Zeebb+3p(30<M<10000),Full
109305,8.3742,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumubb+0p(30<M<10000),Full
109306,3.254,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumubb+1p(30<M<10000),Full
109307,1.181,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumubb+2p(30<M<10000),Full
109308,0.50669,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumubb+3p(30<M<10000),Full
109310,8.3757,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautaubb+0p(30<M<10000),Full
109311,3.2427,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautaubb+1p(30<M<10000),Full
109312,1.1938,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautaubb+2p(30<M<10000),Full
109313,0.49791,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautaubb+3p(30<M<10000),Full
126414,15.654,1.23,1.0,--,-999,2,Alpgen+Herwig,Zeecc+0p(30<M<10000),Full
126415,6.8946,1.23,1.0,--,-999,2,Alpgen+Herwig,Zeecc+1p(30<M<10000),Full
126416,2.9204,1.23,1.0,--,-999,2,Alpgen+Herwig,Zeecc+2p(30<M<10000),Full
126417,1.1411,1.23,1.0,--,-999,2,Alpgen+Herwig,Zeecc+3p(30<M<10000),Full
126418,15.649,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumucc+0p(30<M<10000),Full
126419,6.893,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumucc+1p(30<M<10000),Full
126420,2.9176,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumucc+2p(30<M<10000),Full
126421,1.1377,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumucc+3p(30<M<10000),Full
117706,15.652,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautaucc+0p(30<M<10000),Full
117707,6.8979,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautaucc+1p(30<M<10000),Full
117708,2.91,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautaucc+2p(30<M<10000),Full
117709,1.134,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautaucc+3p(30<M<10000),Full
117650,718.89,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zee+0p(60<M<2000GeV),Full
117651,175.6,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zee+1p(60<M<2000GeV),Full
117652,58.849,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zee+2p(60<M<2000GeV),Full
117653,15.56,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zee+3p(60<M<2000GeV),Full
117654,3.9322,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zee+4p(60<M<2000GeV),Full
117655,1.1994,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zee+5p(60<M<2000GeV),Full
117660,718.91,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumu+0p(60<M<2000GeV),Full
117661,175.81,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumu+1p(60<M<2000GeV),Full
117662,58.805,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumu+2p(60<M<2000GeV),Full
117663,15.589,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumu+3p(60<M<2000GeV),Full
117664,3.9072,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumu+4p(60<M<2000GeV),Full
117665,1.1933,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumu+5p(60<M<2000GeV),Full
117670,718.85,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautau+0p(60<M<2000GeV),Full
117671,175.83,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautau+1p(60<M<2000GeV),Full
117672,58.63,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautau+2p(60<M<2000GeV),Full
117673,15.508,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautau+3p(60<M<2000GeV),Full
117674,3.9526,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautau+4p(60<M<2000GeV),Full
117675,1.1805,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautau+5p(60<M<2000GeV),Full
110817,8.0397,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zeebb+0p(30<M<10000),Full
110818,3.2353,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zeebb+1p(30<M<10000),Full
110819,1.1388,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zeebb+2p(30<M<10000),Full
110820,0.49066,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zeebb+3p(30<M<10000),Full
110821,8.0422,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumubb+0p(30<M<10000),Full
110822,3.2155,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumubb+1p(30<M<10000),Full
110823,1.14,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumubb+2p(30<M<10000),Full
110824,0.50943,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumubb+3p(30<M<10000),Full
110825,8.0358,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautaubb+0p(30<M<10000),Full
110826,3.2299,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautaubb+1p(30<M<10000),Full
110827,1.1445,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautaubb+2p(30<M<10000),Full
110828,0.49266,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautaubb+3p(30<M<10000),Full
110805,15.107,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zeecc+0p(30<M<10000),Full
110806,7.2131,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zeecc+1p(30<M<10000),Full
110807,3.032,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zeecc+2p(30<M<10000),Full
110808,1.1767,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zteecc+3p(30<M<10000),Full
110809,15.115,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumucc+0p(30<M<10000),Full
110810,7.198,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumucc+1p(30<M<10000),Full
110811,3.0303,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumucc+2p(30<M<10000),Full
110812,1.1738,1.18,1.0,--,-999,2,Alpgen+Pythia6,Zmumucc+3p(30<M<10000),Full
110813,15.119,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautaucc+0p(30<M<10000),Full
110814,7.2016,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautaucc+1p(30<M<10000),Full
110815,3.0385,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautaucc+2p(30<M<10000),Full
110816,1.1677,1.18,1.0,--,-999,2,Alpgen+Pythia6,Ztautaucc+3p(30<M<10000),Full
147105,718.97,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zee+0p(60<M<2000GeV),Full
147106,175.7,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zee+1p(60<M<2000GeV),Full
147107,58.875,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zee+2p(60<M<2000GeV),Full
147108,15.636,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zee+3p(60<M<2000GeV),Full
147109,4.0116,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zee+4p(60<M<2000GeV),Full
147110,1.2592,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zee+5p(60<M<2000GeV),Full
147113,719.16,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumu+0p(60<M<2000GeV),Full
147114,175.74,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumu+1p(60<M<2000GeV),Full
147115,58.882,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumu+2p(60<M<2000GeV),Full
147116,15.673,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumu+3p(60<M<2000GeV),Full
147117,4.0057,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumu+4p(60<M<2000GeV),Full
147118,1.2544,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumu+5p(60<M<2000GeV),Full
147121,718.87,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautau+0p(60<M<2000GeV),Full
147122,175.76,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautau+1p(60<M<2000GeV),Full
147123,58.856,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautau+2p(60<M<2000GeV),Full
147124,15.667,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautau+3p(60<M<2000GeV),Full
147125,4.0121,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautau+4p(60<M<2000GeV),Full
147126,1.256,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautau+5p(60<M<2000GeV),Full
200332,6.5083,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zeebb+0p(60<M<2000),Full
200333,3.2927,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zeebb+1p(60<M<2000),Full
200334,1.2544,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zeebb+2p(60<M<2000),Full
200335,0.61711,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zeebb+3p(60<M<2000),Full
200340,6.5056,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumubb+0p(60<M<2000),Full
200341,3.2904,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumubb+1p(60<M<2000),Full
200342,1.2601,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumubb+2p(60<M<2000),Full
200343,0.61882,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumubb+3p(60<M<2000),Full
200348,6.5084,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautaubb+0p(60<M<2000),Full
200349,3.2906,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautaubb+1p(60<M<2000),Full
200350,1.2601,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautaubb+2p(60<M<2000),Full
200351,0.61892,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautaubb+3p(60<M<2000),Full
200432,11.783,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zeecc+0p(60<M<2000),Full
200433,7.1308,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zeecc+1p(60<M<2000),Full
200434,3.3531,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zeecc+2p(60<M<2000),Full
200435,1.7068,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zeecc+3p(60<M<2000),Full
200440,11.762,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumucc+0p(60<M<2000),Full
200441,7.1267,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumucc+1p(60<M<2000),Full
200442,3.3675,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumucc+2p(60<M<2000),Full
200443,1.6996,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Zmumucc+3p(60<M<2000),Full
200448,11.782,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautaucc+0p(60<M<2000),Full
200449,7.1253,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautaucc+1p(60<M<2000),Full
200450,3.3611,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautaucc+2p(60<M<2000),Full
200451,1.6885,1.18,1.0,--,-999,2,Alpgen+Pythia6(Auto),Ztautaucc+3p(60<M<2000),Full
178354,3410.3,1.18,0.17387,--,-999,2,Alpgen+Pythia6(auto),Zee+0p(10<M<40),Full
178355,112.07,1.18,0.38652,--,-999,2,Alpgen+Pythia6(auto),Zee+1p(10<M<40),Full
178356,64.882,1.18,0.3254,--,-999,2,Alpgen+Pythia6(auto),Zee+2p(10<M<40),Full
178357,12.998,1.18,0.37549,--,-999,2,Alpgen+Pythia6(auto),Zee+3p(10<M<40),Full
178358,3.7742,1.18,0.4123,--,-999,2,Alpgen+Pythia6(auto),Zee+4p(10<M<40),Full
178359,3410.3,1.18,0.18052,--,-999,2,Alpgen+Pythia6(auto),Zmumu+0p(10<M<40),Full
178360,112.09,1.18,0.39347,--,-999,2,Alpgen+Pythia6(auto),Zmumu+1p(10<M<40),Full
178361,64.867,1.18,0.33223,--,-999,2,Alpgen+Pythia6(auto),Zmumu+2p(10<M<40),Full
178362,12.986,1.18,0.38079,--,-999,2,Alpgen+Pythia6(auto),Zmumu+3p(10<M<40),Full
178363,3.7546,1.18,0.41845,--,-999,2,Alpgen+Pythia6(auto),Zmumu+4p(10<M<40),Full
178364,3410.4,1.18,0.004902,--,-999,2,Alpgen+Pythia6(auto),Ztautau+0p(10<M<40),Full
178365,112.07,1.18,0.063976,--,-999,2,Alpgen+Pythia6(auto),Ztautau+1p(10<M<40),Full
178366,64.859,1.18,0.052223,--,-999,2,Alpgen+Pythia6(auto),Ztautau+2p(10<M<40),Full
178367,13,1.18,0.086537,--,-999,2,Alpgen+Pythia6(auto),Ztautau+3p(10<M<40),Full
178368,3.6746,1.18,0.1221,--,-999,2,Alpgen+Pythia6(auto),Ztautau+4p(10<M<40),Full
178369,66.4,1.18,0.46399,--,-999,2,Alpgen+Pythia6(auto),Zee+0p(40<M<60),Full
178370,9.3068,1.18,0.5786,--,-999,2,Alpgen+Pythia6(auto),Zee+1p(40<M<60),Full
178371,3.2294,1.18,0.58836,--,-999,2,Alpgen+Pythia6(auto),Zee+2p(40<M<60),Full
178372,0.77976,1.18,0.61891,--,-999,2,Alpgen+Pythia6(auto),Zee+3p(40<M<60),Full
178373,0.25122,1.18,0.63988,--,-999,2,Alpgen+Pythia6(auto),Zee+4p(40<M<60),Full
178374,66.405,1.18,0.46793,--,-999,2,Alpgen+Pythia6(auto),Zmumu+0p(40<M<60),Full
178375,9.3122,1.18,0.58296,--,-999,2,Alpgen+Pythia6(auto),Zmumu+1p(40<M<60),Full
178376,3.2247,1.18,0.59411,--,-999,2,Alpgen+Pythia6(auto),Zmumu+2p(40<M<60),Full
178377,0.78039,1.18,0.62305,--,-999,2,Alpgen+Pythia6(auto),Zmumu+3p(40<M<60),Full
178378,0.25096,1.18,0.6449,--,-999,2,Alpgen+Pythia6(auto),Zmumu+4p(40<M<60),Full
178379,66.404,1.18,0.18563,--,-999,2,Alpgen+Pythia6(auto),Ztautau+0p(40<M<60),Full
178380,9.31,1.18,0.23694,--,-999,2,Alpgen+Pythia6(auto),Ztautau+1p(40<M<60),Full
178381,3.2264,1.18,0.26005,--,-999,2,Alpgen+Pythia6(auto),Ztautau+2p(40<M<60),Full
178382,0.78105,1.18,0.2954,--,-999,2,Alpgen+Pythia6(auto),Ztautau+3p(40<M<60),Full
178383,0.249,1.18,0.32863,--,-999,2,Alpgen+Pythia6(auto),Ztautau+4p(40<M<60),Full
178384,167.75,1.18,0.29877,--,-999,2,Alpgen+Pythia6(auto),Zeecc+0p(10<M<60),Full
178385,17.054,1.18,0.43899,--,-999,2,Alpgen+Pythia6(auto),Zeecc+1p(10<M<60),Full
178386,4.904,1.18,0.41457,--,-999,2,Alpgen+Pythia6(auto),Zeecc+2p(10<M<60),Full
178387,1.6423,1.18,0.45465,--,-999,2,Alpgen+Pythia6(auto),Zeecc+3p(10<M<60),Full
178388,167.72,1.18,0.30815,--,-999,2,Alpgen+Pythia6(auto),Zmumucc+0p(10<M<60),Full
178389,17.034,1.18,0.44822,--,-999,2,Alpgen+Pythia6(auto),Zmumucc+1p(10<M<60),Full
178390,4.9283,1.18,0.42145,--,-999,2,Alpgen+Pythia6(auto),Zmumucc+2p(10<M<60),Full
178391,1.6687,1.18,0.46038,--,-999,2,Alpgen+Pythia6(auto),Zmumucc+3p(10<M<60),Full
178392,167.84,1.18,0.015822,--,-999,2,Alpgen+Pythia6(auto),Ztautaucc+0p(10<M<60),Full
178393,17.067,1.18,0.072327,--,-999,2,Alpgen+Pythia6(auto),Ztautaucc+1p(10<M<60),Full
178394,4.9331,1.18,0.096166,--,-999,2,Alpgen+Pythia6(auto),Ztautaucc+2p(10<M<60),Full
178395,1.6722,1.18,0.15602,--,-999,2,Alpgen+Pythia6(auto),Ztautaucc+3p(10<M<60),Full
178396,14.802,1.18,0.36502,--,-999,2,Alpgen+Pythia6(auto),Zeebb+0p(10<M<60),Full
178397,3.3497,1.18,0.44114,--,-999,2,Alpgen+Pythia6(auto),Zeebb+1p(10<M<60),Full
178398,1.0758,1.18,0.43742,--,-999,2,Alpgen+Pythia6(auto),Zeebb+2p(10<M<60),Full
178399,0.43985,1.18,0.48467,--,-999,2,Alpgen+Pythia6(auto),Zeebb+3p(10<M<60),Full
178400,14.799,1.18,0.37521,--,-999,2,Alpgen+Pythia6(auto),Zmumubb+0p(10<M<60),Full
178401,3.351,1.18,0.44982,--,-999,2,Alpgen+Pythia6(auto),Zmumubb+1p(10<M<60),Full
178402,1.0814,1.18,0.44399,--,-999,2,Alpgen+Pythia6(auto),Zmumubb+2p(10<M<60),Full
178403,0.43,1.18,0.48511,--,-999,2,Alpgen+Pythia6(auto),Zmumubb+3p(10<M<60),Full
178404,14.802,1.18,0.039065,--,-999,2,Alpgen+Pythia6(auto),Ztautaubb+0p(10<M<60),Full
178405,3.3625,1.18,0.10714,--,-999,2,Alpgen+Pythia6(auto),Ztautaubb+1p(10<M<60),Full
178406,1.0773,1.18,0.14261,--,-999,2,Alpgen+Pythia6(auto),Ztautaubb+2p(10<M<60),Full
178407,0.42342,1.18,0.19393,--,-999,2,Alpgen+Pythia6(auto),Ztautaubb+3p(10<M<60),Full
189110,26.6,1.23,1.0,--,-999,2,Alpgen+Herwig,Zee+0p(Mll>100),Full
189111,6.94,1.23,1.0,--,-999,2,Alpgen+Herwig,Zee+1p(Mll>100),Full
189112,2.27,1.23,1.0,--,-999,2,Alpgen+Herwig,Zee+2p(Mll>100),Full
189113,0.688,1.23,1.0,--,-999,2,Alpgen+Herwig,Zee+3p(Mll>100),Full
189114,0.191,1.23,1.0,--,-999,2,Alpgen+Herwig,Zee+4p(Mll>100),Full
189115,0.0589,1.23,1.0,--,-999,2,Alpgen+Herwig,Zee+5p(inlc)(Mll>100),Full
189118,26.6,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumu+0p(Mll>100),Full
189119,6.94,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumu+1p(Mll>100),Full
189120,2.27,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumu+2p(Mll>100),Full
189121,0.691,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumu+3p(Mll>100),Full
189122,0.190,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumu+4p(Mll>100),Full
189123,0.0592,1.23,1.0,--,-999,2,Alpgen+Herwig,Zmumu+5p(incl)(Mll>100),Full
189574,26.6,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautau+0p(Mll>100),AFII
189575,6.94,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautau+1p(Mll>100),AFII
189576,2.27,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautau+2p(Mll>100),AFII
189577,0.691,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautau+3p(Mll>100),AFII
189578,0.190,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautau+4p(Mll>100),AFII
189579,0.0592,1.23,1.0,--,-999,2,Alpgen+Herwig,Ztautau+5p(incl)(Mll>100),AFII
128976,58.818,1.12,1.0,--,-999,2,Sherpa,Zmumu+HF(40<Mll),Full
146821,1052.7,1.12,1.0,--,-999,2,Sherpa,Zmumu+LF(40<Mll),Full
129921,0.35899,1.0,1.0,--,-999,2,Sherpa,Z->ee2jEW(40<Mll),Full
129922,0.35843,1.0,1.0,--,-999,2,Sherpa,Z->mm2jEW(40<Mll),Full
167723,0.3597,1.0,1.0,--,-999,2,Sherpa,Z->tt2jEW(40<Mll),Full
129924,1.0544,1.0,1.0,--,-999,1,Sherpa,Z->ee2jEW(40<Mll,inc.t-ch),Full
129925,1.054,1.0,1.0,--,-999,1,Sherpa,Z->mm2jEW(40<Mll,inc.t-ch),Full
167724,1.0637,1.0,1.0,--,-999,1,Sherpa,Z->tt2jEW(40<Mll,inc.t-ch),Full
181347,0.72951,1.0,1.0,--,-999,1,Sherpa,Z->ee2jEW(7<Mll<40,inc.t-ch),Full
181348,0.72983,1.0,1.0,--,-999,1,Sherpa,Z->mm2jEW(7<Mll<40,inc.t-ch),Full
181349,0.72663,1.0,1.0,--,-999,1,Sherpa,Z->tt2jEW(7<Mll<40,inc.t-ch),Full
146430,230.09,1.15,1.0,--,-999,2,Alpgen+Herwig,Wgamma+0p,Full
146431,59.343,1.15,1.0,--,-999,2,Alpgen+Herwig,Wgamma+1p,Full
146432,21.469,1.15,1.0,--,-999,2,Alpgen+Herwig,Wgamma+2p,Full
