SampleID, xsectioninpb
373211, 0.107623573
373212, 0.226035784
373213, 0.0004979
373214, 0.0012853
373215, 0.0033855
373216, 0.0091543
373217, 0.02574
373218, 0.076888
373219, 0.195313482
373220, 0.43479357
373221, 0.00079893
373222, 0.002081
373223, 0.0055353
373224, 0.015263
373225, 0.04414
373226, 0.1362
373227, 0.363439767
373228, 0.00049778
373229, 0.0012865
373230, 0.0033803
373231, 0.0091513
373232, 0.02579
373233, 0.00079948
373234, 0.0020785
373235, 0.005545
373236, 0.015288
373237, 0.00049818
373238, 0.001286
373239, 0.003386
373240, 0.009153
373241, 0.025773
373242, 0.00079953
373243, 0.0020805
373244, 0.0055408
373245, 0.015278
373246, 0.00049803
373247, 0.0012848
373248, 0.0033853
373249, 0.009156
373250, 0.0007999
373251, 0.0020783
373252, 0.0055493
373253, 0.01529
373254, 0.00049823
373255, 0.0012865
373256, 0.003386
373257, 0.0091655
373258, 0.89583
373259, 0.076803
373260, 0.025815
373261, 0.89468
373262, 0.076825
373263, 0.025798
373264, 0.89443
373265, 0.076823
373266, 0.46295
373267, 0.13628
373268, 0.044128
373269, 0.24818
373270, 0.076793
373271, 20.48
373272, 15.539284
373273, 8.7620192
373274, 3.78038525
373275, 1.40709769
373276, 1.7377316
373277, 0.698267304
373278, 0.84547053
373279, 11.195895
373280, 4.7797838
373281, 2.18482813
373282, 0.0498404858
373283, 0.0886936232
373284, 0.161139616
373285, 0.304357278
373286, 0.00050873
373287, 0.0013095
373288, 0.003457
373289, 0.0094063
373290, 0.021140074
373291, 0.0418239096
373292, 0.00081368
373293, 0.0021253
373294, 0.0056733
373295, 0.015713
373296, 0.03622228
373297, 0.0739558352
373298, 0.00050798
373299, 0.0013105
373300, 1.1513
373301, 1.1511
373302, 1.1496
373303, 1.1496
373304, 0.23414
373305, 0.23454
373306, 0.23423
373307, 0.23406
373308, 0.057304
373309, 0.057279
373310, 0.057259
373311, 0.057275
373312, 0.015833
373313, 0.015833
373314, 0.015834
373315, 0.015836
373316, 0.0047543
373317, 0.0047571
373318, 0.0047519
373319, 0.0047526
373320, 0.0015176
373321, 0.0015171
373322, 0.0015165
373323, 0.0015169
373324, 0.00050496
373325, 0.00050508
373326, 0.00050499
373327, 0.000505
373400, 0.003456
373401, 0.009406
373402, 0.026593
373403, 0.0635503123
373404, 0.13477065
373420, 0.00017498
373421, 0.00017487
373422, 0.00017491
373423, 0.00017489
373424, 0.00017489
373425, 0.00017491
373426, 0.00017493
373427, 0.00017488
373428, 0.00017491
373429, 0.00010382
373430, 0.00010378
373431, 0.00010381
373432, 0.00010382
373433, 0.00010385
373434, 0.0001038
373435, 0.00010379
373436, 0.00010384
373437, 0.0001038
373438, 0.00010382
373439, 6.1876e-05
373440, 6.1847e-05
373441, 6.1872e-05
373442, 6.1867e-05
373443, 6.1864e-05
373444, 6.1886e-05
373445, 6.1884e-05
373446, 6.1879e-05
373447, 6.1861e-05
373448, 6.1897e-05
387400, 0.11305
387401, 0.1132
387402, 0.029633
387403, 0.5001
387404, 0.23238
387405, 0.23278
387406, 0.11305
387407, 0.11315
387408, 0.1129
387409, 0.113
387410, 0.057018
387411, 0.05704
387412, 0.057013
387413, 0.056985
387414, 0.057028
387415, 0.057
387416, 0.040963
387417, 0.029603
387418, 0.02963
387419, 0.0296
387420, 0.029628
387421, 0.029635
387422, 0.015768
387423, 0.01577
387424, 0.015785
387425, 0.015785
387426, 0.01577
387427, 0.015765
387428, 0.0047645
387429, 0.004758
387430, 0.0047535
387431, 0.0047605
387432, 0.0085815
387433, 0.00859
387434, 0.008583
387435, 0.008598
387436, 0.008585
387437, 0.008587
387438, 0.0085875
387439, 0.0085815
387440, 0.11371
387441, 0.041095
387442, 0.041105
387443, 0.041108
387444, 0.040873
387445, 0.04111
387446, 0.015825
387447, 0.015845
387448, 0.02973
387449, 0.02974
387861, 0.057206
387862, 0.057272
387863, 0.16228
387864, 0.16231
387865, 0.2338
387866, 0.23399
387867, 0.34167
387868, 0.34133
387869, 0.75493
387870, 1.1505
387871, 0.50514
387872, 0.34193
402800, 0.11285
402801, 0.1131
402802, 0.11345
403100, 0.08164
403101, 0.10392
403102, 0.1044
403103, 0.015074
403104, 0.019322
403105, 0.019331
403106, 0.0033026
403107, 0.0042358
403108, 0.0042579
403110, 0.051762
403111, 0.052076
403112, 0.051975
403113, 0.026627
403114, 0.026718
403115, 0.026703
403116, 0.026714
403117, 0.014147
403118, 0.014221
403119, 0.014173
403120, 0.014138
403121, 0.0076721
403122, 0.0076704
403123, 0.0077096
403124, 0.0076804
403125, 0.0077405
403126, 0.0042566
403127, 0.0042634
403128, 0.0043144
403129, 0.0042658
403130, 0.0042719
403131, 0.0024158
403132, 0.0023977
403133, 0.0024197
403134, 0.0024135
403135, 0.0024109
403136, 0.002432
403137, 0.0013849
403138, 0.0013929
403139, 0.0013743
403140, 0.0013887
403141, 0.0013871
403142, 0.0013826
403143, 0.0013855
403144, 0.00078946
403145, 0.00080409
403146, 0.00079443
403147, 0.00079965
403148, 0.00079968
403149, 0.00080327
403150, 0.00080583
403151, 0.00027561
403152, 0.0002723
403153, 0.00027335
403154, 0.00027443
403155, 0.0002736
403156, 0.00027488
403157, 0.00027666
403158, 0.00027346
403159, 5.7216e-05
403160, 5.7373e-05
403161, 5.7137e-05
403162, 5.7283e-05
403163, 5.7478e-05
403164, 5.7395e-05
403165, 5.7548e-05
403166, 5.7638e-05
403167, 0.051642
403168, 0.026697
403169, 0.014161
403170, 0.0077398
403171, 0.0042942
403172, 0.0024053
403173, 0.0013964
403174, 0.00080449
403175, 0.00027586
403176, 5.7437e-05
403180, 2.9583
403181, 1.2007
403182, 1.1997
403183, 0.52509
403184, 0.52433
403185, 0.52412
403186, 0.242
403187, 0.2424
403188, 0.24245
403189, 0.24315
403190, 0.24195
403191, 0.24232
403192, 0.24215
403193, 0.24249
403194, 0.05875
403195, 0.05883
403196, 0.05887
403197, 0.058845
403198, 0.05893
403199, 0.058878
403200, 0.058789
403201, 0.01623
403202, 0.016185
403203, 0.016185
403204, 0.016165
403205, 0.0162
403206, 0.016162
403207, 0.004837
403208, 0.0048275
403209, 0.0048345
403210, 0.004834
403211, 0.0048315
403212, 0.001536
403213, 0.0015375
403214, 0.0015375
403215, 0.0015385
403216, 0.0005112
403217, 0.0005101
403218, 0.0005109
403230, 2.9575
403231, 1.2055
403232, 1.204
403233, 0.52455
403234, 0.5256
403235, 0.5246
403236, 0.2427
403237, 0.2428
403238, 0.2426
403239, 0.243
403240, 0.2426
403241, 0.2423
403242, 0.2428
403243, 0.2421
403244, 0.05885
403245, 0.05863
403246, 0.05879
403247, 0.05869
403248, 0.05878
403249, 0.05879
403250, 0.05886
403251, 0.01619
403252, 0.01618
403253, 0.01616
403254, 0.01617
403255, 0.01614
403256, 0.01621
403257, 0.004824
403258, 0.004835
403259, 0.004826
403260, 0.004833
403261, 0.004819
403262, 0.001537
403263, 0.001535
403264, 0.001537
403265, 0.001537
403266, 0.0005114
403267, 0.0005109
403268, 0.0005103
403410, 86.13
403411, 7.6403
403412, 1.1603
403413, 0.23448
403414, 0.056875
403415, 0.01541
403416, 0.004543
403417, 0.0014128
403418, 86.228
403419, 7.6375
403420, 1.1613
403421, 0.23463
403422, 0.056795
403423, 0.01541
403424, 0.004532
403425, 0.0014133
403426, 7.6353
403427, 1.1585
403428, 0.23438
403429, 0.056763
403430, 0.015428
403431, 0.004537
403432, 0.0014143
403433, 1.1583
403434, 0.23483
403435, 0.056658
403436, 0.015428
403437, 0.0045355
403438, 0.0014128
403439, 0.23478
403440, 0.056798
403441, 0.015435
403442, 0.004538
403443, 0.001413
403444, 0.056815
403445, 0.01544
403446, 0.004537
403447, 0.001413
403448, 0.015418
403449, 0.0045375
403450, 0.0014133
403451, 0.0045358
403452, 0.0014128
403453, 0.0014135
403454, 7.6233
403455, 1.16
403456, 0.2346
403457, 0.056753
403458, 0.01542
403459, 0.0045398
403460, 0.0014128
403461, 1.1593
403462, 0.23478
403463, 0.056753
403464, 0.015415
403465, 0.004535
403466, 0.0014135
403467, 0.23478
403468, 0.056745
403469, 0.01543
403470, 0.0045343
403471, 0.0014133
403472, 0.05677
403473, 0.015415
403474, 0.0045363
403475, 0.0014138
403476, 0.01542
403477, 0.0045353
403478, 0.001414
403479, 0.0045368
403480, 0.0014145
403481, 0.0014125
403550, 2.2695
403551, 0.94813
403552, 0.42515
403553, 0.20105
403554, 0.20115
403555, 0.20125
403556, 0.20125
403557, 0.20105
403558, 0.050777
403559, 0.050773
403560, 0.050773
403561, 0.050773
403562, 0.050773
403563, 0.050773
403564, 0.014378
403565, 0.014378
403566, 0.014378
403567, 0.014378
403568, 0.014378
403569, 0.014378
403570, 0.014378
403571, 0.004414
403572, 0.004414
403573, 0.004414
403574, 0.004414
403575, 0.004414
403576, 0.004414
403577, 0.004414
403578, 0.004414
403579, 0.0025015
403580, 0.0025015
403581, 0.0025015
403582, 0.0025015
403583, 0.0025015
403584, 0.0025015
403585, 0.0025015
403586, 0.0025015
403587, 0.001432
403588, 0.001432
403589, 0.001432
403590, 0.001432
403591, 0.001432
403592, 0.001432
403593, 0.001432
403594, 0.001432
403595, 0.001432
403596, 0.00082943
403597, 0.00082943
403598, 0.00082943
403599, 0.00082943
403600, 0.00082943
403601, 0.00082943
403602, 0.00082943
403603, 0.00082943
403604, 0.00082943
403605, 0.42513
403606, 0.20105
403607, 0.099319
403608, 0.050773
403609, 0.02671
403610, 0.014378
403611, 0.0079053
403612, 0.004414
403613, 0.0025015
403614, 0.001432
406000, 0.008584
406012, 0.05654
406013, 0.015705
406014, 0.004735
406015, 0.001514
406019, 0.056625
406020, 0.015725
406021, 0.004736
406022, 0.001515
406036, 7.383e-23
406037, 1.885e-40
406038, 9.895e-34
370700, 498.23
370701, 13.347
370702, 13.352
370703, 9.5253
370704, 13.358
370705, 13.362
370706, 3.7367
370707, 3.7392
370708, 3.7253
370709, 1.245
370710, 1.2468
370711, 1.2447
370712, 1.2458
370713, 1.2437
370714, 0.19488
370715, 0.19433
370716, 0.19483
370717, 0.19453
370718, 0.085915
370719, 0.086165
370720, 0.086283
370721, 0.085998
370722, 0.08607
370723, 0.19413
370724, 0.1946
370725, 0.194
370726, 0.086055
370727, 0.086118
370728, 0.040145
370729, 0.040113
370730, 0.040108
370731, 0.040102
370732, 0.019525
370733, 0.01951
370734, 0.01952
370735, 0.01951
370736, 0.040305
370737, 0.040168
370738, 0.04019
370739, 0.01952
370740, 0.01955
370741, 0.01952
370742, 0.0097975
370743, 0.009842
370744, 0.009818
370745, 0.009822
370746, 0.0098158
370747, 0.0050735
370748, 0.0050675
370749, 0.0098215
370750, 0.0098325
370751, 0.0050705
370752, 0.0050815
370753, 0.005076
370754, 0.0050658
370755, 0.0050653
370756, 0.002682
370757, 0.00268
370758, 0.0026815
370759, 0.002685
370760, 0.002687
370761, 0.002681
370762, 0.0026815
370763, 0.0014395
370764, 0.0014425
370765, 0.001442
370766, 0.00144
370767, 0.0014415
370768, 0.0014425
370769, 0.001442
370770, 0.00078875
370771, 0.0007877
370772, 0.00078835
370773, 0.0007874
370774, 0.0007874
370775, 0.00078625
370776, 0.0007877
370777, 499.48
370778, 499.27
370779, 498.55
370780, 63.565
370781, 63.522
370782, 63.58
370783, 63.555
370784, 63.685
370785, 13.36
370786, 13.39
370787, 3.732
370788, 3.7397
370789, 3.7443
370790, 3.737
370791, 1.2478
370792, 1.2448
370793, 1.2457
370794, 0.46948
370795, 0.4702
370796, 0.47085
370797, 0.47055
370798, 0.47092
370799, 0.47073
370800, 0.47062
371850, 5.05375552
371851, 2.75273678
371852, 1.56258076
371853, 0.916769727
371854, 0.558820432
371855, 0.34828222
371856, 0.222208218
371857, 5.03966649
371858, 2.72526767
371859, 1.55023899
371860, 0.921359069
371861, 0.556968008
371862, 0.348683616
371863, 0.221558489
371864, 5.06152968
371865, 2.75926231
371866, 1.57599294
371867, 0.93195739
371868, 0.56787034
371869, 0.3535294
371870, 0.223883089
371872, 0.0937634136
371874, 0.0430157683
371876, 0.0203004754
372420, 0.001344
372421, 0.001343
372422, 0.0013435
372423, 0.001343
372424, 0.0013445
372425, 0.0013455
372426, 0.0013445
372427, 0.001346
372428, 0.0013445
372429, 0.001342
372600, 138.55
372601, 138.98
372602, 138.62
372603, 139.15
372604, 138.77
372605, 20.818
372606, 20.765
372607, 20.758
372608, 20.79
372609, 20.816
372610, 4.7553
372611, 4.7665
372612, 4.7593
372613, 4.7587
372614, 4.7558
372615, 4.7627
372616, 1.3998
372617, 1.3965
372618, 1.3992
372619, 1.3982
372620, 1.3998
372621, 1.3953
372622, 1.3993
372623, 0.48285
372624, 0.48417
372625, 0.48402
372626, 0.48373
372627, 0.48378
372628, 0.48397
372629, 0.4839
372630, 0.4833
372631, 0.18675
372632, 0.18657
372633, 0.187
372634, 0.18673
372635, 0.18665
372636, 0.1869
372637, 0.18658
372638, 0.18702
372639, 0.078683
372640, 0.078785
372641, 0.078683
372642, 0.078767
372643, 0.078685
372644, 0.078717
372645, 0.07869
372646, 0.035428
372647, 0.035352
372648, 0.035392
372649, 0.035383
372650, 0.03538
372651, 0.035345
372652, 0.035418
372653, 0.01666
372654, 0.016692
372655, 0.016687
372656, 0.016695
372657, 0.01669
372658, 0.016667
372659, 0.18692
372660, 0.07874
372661, 0.07878
372662, 0.078838
372663, 0.035373
372664, 0.035397
372665, 0.035368
372666, 0.035368
372667, 0.016682
372668, 0.016695
372669, 0.016705
372670, 0.016687
372671, 0.0081897
372672, 0.0082055
372673, 0.0081987
372674, 0.0081898
372675, 0.0081902
372676, 0.0081977
372677, 0.0081918
372678, 0.0082055
372679, 0.0082003
372680, 0.0081993
372681, 0.0041503
372682, 0.0041572
372683, 0.004153
372684, 0.0041538
372685, 0.004152
372686, 0.0041547
372687, 0.0041532
372688, 0.004159
372689, 0.0041565
372690, 0.016875
372691, 0.0041805
372692, 0.0021665
372693, 0.0021655
372694, 0.0021675
372695, 0.0021675
372696, 0.00217
372697, 0.00217
372698, 0.002167
372699, 0.0021665
372700, 0.001148
372701, 0.001148
372702, 0.0011485
372703, 0.0011505
372704, 0.0011495
372705, 0.0011485
372706, 0.0011495
372707, 0.0011475
372720, 0.62198
372721, 0.6218
372722, 0.62168
372723, 0.62273
372724, 0.62238
372725, 0.62252
372726, 0.62172
372727, 0.62313
372728, 0.62153
372729, 0.2349
372730, 0.2353
372731, 0.23485
372732, 0.23508
372733, 0.23468
372734, 0.23457
372735, 0.23565
372736, 0.23505
372737, 0.23488
372738, 0.23533
372739, 0.097127
372740, 0.097082
372741, 0.09678
372742, 0.097073
372743, 0.097138
372744, 0.097157
372745, 0.097327
372746, 0.097295
372747, 0.09711
372748, 0.09709
372749, 0.04294
372750, 0.042985
372751, 0.043062
372752, 0.042992
372753, 0.04302
372754, 0.042995
372755, 0.042993
372756, 0.042995
372757, 0.043075
372758, 0.042958
372759, 0.043077
372760, 0.020052
372761, 0.020077
372762, 0.020067
372763, 0.020053
372764, 0.020067
372765, 0.020062
372766, 0.020087
372767, 0.020095
372768, 0.02004
372769, 0.020077
372770, 0.020062
372771, 249.18
372772, 249.53
372773, 249.33
372774, 250.2
372775, 249.35
372776, 249.48
372777, 6.7012
372778, 6.7002
372779, 6.6975
372780, 6.7137
372781, 6.6953
372782, 6.684
372783, 6.6882
372784, 6.6863
372785, 0.004911
372786, 0.0049102
372787, 0.0049063
372788, 0.0049043
372789, 0.0049055
372790, 0.004905
372791, 0.004907
372792, 0.0049082
372793, 0.004906
372794, 0.0049148
372795, 0.0049013
372796, 0.004905
372797, 0.009802
372798, 0.009804
372799, 0.00984
372800, 0.009808
372801, 0.009829
372802, 0.009819
372803, 0.0098375
372804, 0.009828
372805, 0.0098375
372806, 0.0098165
372807, 0.0025475
372808, 0.002553
372809, 0.002552
372810, 0.0025535
372811, 0.0025505
372812, 0.002547
372813, 0.0025455
372814, 0.0025515
372815, 0.0025505
372816, 0.0025455
372817, 0.002549
372818, 0.0025465
372819, 0.0013425
372950, 8.7777156
372951, 9.0834982
372952, 1.9980398
372953, 2.0140145
372954, 2.07315
372955, 0.6022215
372956, 0.603384805
372957, 0.601611465
372958, 0.62110112
372959, 0.203826
372960, 0.20930208
372961, 0.20921931
372962, 0.081523739
372963, 0.08160245
372964, 0.0821929025
372965, 0.085335019
372966, 0.034122693
372967, 0.03503295
372968, 0.035665728
372969, 0.035544234
372970, 0.037083761
372971, 0.0156902404
372972, 0.0162197865
372973, 0.015891636
372974, 0.016124339
372975, 0.016397172
372976, 0.0074757076
372977, 0.0076806464
372978, 0.0078874881
372979, 0.0077337945
372980, 0.00790427
372981, 0.008088362
372982, 0.003968466
372983, 0.0039173232
372984, 0.0039355711
372985, 0.0039403683
372986, 0.00202770036
372987, 0.00200562176
372988, 0.001982733
372989, 0.00212639558
373350, 0.19713
373351, 0.19706
373352, 0.19709
373353, 0.19686
373354, 0.040418
373355, 0.040415
373356, 0.040434
373357, 0.040408
373358, 0.0098654
373359, 0.0098597
373360, 0.0098717
373361, 0.0098659
373362, 0.002689
373363, 0.0026889
373364, 0.0026899
373365, 0.0026879
373366, 0.00078798
373367, 0.00078878
373368, 0.0007887
373369, 0.00078871
373370, 0.00024238
373371, 0.00024248
373372, 0.00024246
373373, 0.00024233
373374, 7.6979e-05
373375, 7.7014e-05
373376, 7.7006e-05
373377, 7.7029e-05
402803, 0.4719
402804, 0.47185
402805, 0.4707
402806, 0.4717
402807, 0.4701
402808, 0.46915
402809, 0.47625
402810, 0.4765
402811, 0.47545
406001, 0.027887
406016, 0.1901
406017, 0.0396
406018, 0.00973
372300, 0.349279857
372301, 0.17046596
372302, 0.163079865
372303, 0.170418865
372304, 0.0878750305
372305, 0.087252507
372306, 0.086455868
372307, 0.0878687565
372308, 0.0488960955
372309, 0.0480743235
372310, 0.0473293125
372311, 0.047507075
372312, 0.0475085635
372313, 0.026804261
372314, 0.02683655
372315, 0.027136531
372316, 0.026606556
372317, 0.026349215
372318, 0.0164562015
372319, 0.01603212
372320, 0.016201642
372321, 0.0157930565
372322, 0.015827315
372323, 0.015956365
372324, 0.0098170691
372325, 0.0097176985
372326, 0.00980959245
372327, 0.0096617573
372328, 0.0096938907
372329, 0.00956822295
372330, 0.0062562294
372331, 0.0061350452
372332, 0.0060586812
372333, 0.006026445
372334, 0.0059872657
372335, 0.0059620115
372336, 0.0059312406
372337, 0.00397553565
372338, 0.00390976675
372339, 0.0039498515
372340, 0.00384625395
372341, 0.0038166336
372342, 0.00390064565
372343, 0.0037693425
372344, 0.00260369775
372345, 0.0025343145
372346, 0.0025454046
372347, 0.0025364025
372348, 0.00245848965
372349, 0.00250620475
372350, 0.002504502
372351, 0.00247896075
372352, 0.001694352
372353, 0.0016792276
372354, 0.001677467
372355, 0.0016488485
372356, 0.00166306425
372357, 0.0016495536
372358, 0.0016492328
372359, 0.00163348545
372360, 0.00116465895
372361, 0.00114681
372362, 0.00113949225
372363, 0.00111457885
372364, 0.0011135727
372365, 0.001104489
372366, 0.0011073348
372367, 0.00109346085
372368, 0.0010822364
387000, 38.5038471
387001, 29.3096858
387002, 14.4410962
387003, 5.65444752
387004, 5.78878025
387005, 5.52945452
387006, 2.50182808
387007, 2.54337743
387008, 1.21430531
387009, 1.2227255
387010, 1.6741
387011, 1.6756
387012, 1.6764
387013, 1.6746
387014, 1.6749
387015, 1.6729
387016, 0.85968
387017, 0.85926
387018, 0.86088
387019, 0.46598
387020, 0.46616
387021, 0.46612
387022, 0.46672
387023, 0.46568
387024, 0.46564
387025, 0.46576
387026, 0.2645
387027, 0.26533
387028, 0.26403
387029, 0.26478
387030, 0.26478
387031, 0.26475
387032, 0.26458
387033, 0.26488
387034, 0.15523
387035, 0.15553
387036, 0.15513
387037, 0.1561
387038, 0.15543
387039, 0.15523
387040, 0.1553
387041, 0.15527
387042, 0.094503
387043, 0.09453
387044, 0.094243
387045, 0.09456
387046, 0.094373
387047, 0.094627
387048, 0.094103
387049, 0.05873
387050, 0.058925
387051, 0.058905
387052, 0.05875
387053, 0.058885
387054, 0.058835
387055, 0.058835
387056, 0.037415
387057, 0.037505
387058, 0.037465
387059, 0.03752
387060, 0.03752
387061, 0.0375
387062, 0.037405
387063, 0.024344
387064, 0.02426
387065, 0.02429
387066, 0.02434
387067, 0.02431
387068, 0.0243
387069, 0.02434
387070, 0.02436
387071, 0.02436
387072, 0.02426
387073, 0.02433
387074, 0.0243
387075, 0.02437
387076, 0.01594
387077, 0.01606
387078, 0.01604
387079, 0.01608
387080, 0.01608
387081, 0.01606
387082, 0.01601
387083, 0.01603
387084, 0.01606
387085, 0.01596
387086, 0.016
387087, 0.01599
387088, 0.016
387089, 0.01075
387090, 0.01074
387091, 0.01073
387092, 0.01075
387093, 0.01074
387094, 0.01078
387095, 0.01073
387096, 0.01076
387097, 0.01072
387098, 0.01072
387099, 0.01074
387100, 0.01073
387101, 0.01071
387102, 0.007262
387103, 0.007293
387104, 0.007285
387105, 0.007303
387106, 0.007256
387107, 0.007283
387108, 0.007252
387109, 0.007266
387110, 0.007237
387111, 0.007266
387112, 0.007302
387113, 0.00729
387114, 0.007229
387115, 0.005012
387116, 0.005013
387117, 0.005019
387118, 0.005019
387119, 0.005011
387120, 0.005021
387121, 0.005021
387122, 0.005006
387123, 0.005007
387124, 0.005014
387125, 0.005018
387126, 0.005018
387127, 0.005023
387128, 3.72721563
387129, 2.83832478
387130, 2.18783206
387131, 0.88405
387132, 0.88465
387133, 0.47726
387134, 0.4774
387135, 0.27043
387136, 0.27043
387137, 0.1583
387138, 0.15853
387139, 0.096127
387140, 0.095967
387141, 0.05967
387142, 0.05986
387143, 0.037995
387144, 0.037885
387145, 11.0269188
387146, 7.63922274
387150, 0.86143
387151, 0.861
387152, 0.86106
387153, 0.86096
387154, 0.46603
387155, 0.46605
387156, 0.46665
387157, 0.46628
387158, 0.4667
387159, 0.46704
387160, 0.26468
387161, 0.26428
387162, 0.2641
387163, 0.15518
387164, 0.15585
387165, 0.1557
387166, 0.15518
387167, 0.15555
387168, 0.15573
387169, 0.15564
387170, 0.1556
387171, 0.094295
387172, 0.094458
387173, 0.094465
387174, 0.09451
387175, 0.094388
387176, 0.094618
387177, 0.094445
387178, 0.094517
387179, 0.059025
387180, 0.05885
387181, 0.059038
387182, 0.058943
387183, 0.058958
387184, 0.058895
387185, 0.05889
387186, 0.05893
387187, 0.059008
387188, 0.037525
387189, 0.037485
387190, 0.037448
387191, 0.03754
387192, 0.037515
387193, 0.037463
387194, 0.037515
387195, 0.037508
387196, 0.03752
387197, 0.037463
387198, 0.024299
387199, 0.02426
387200, 0.024299
387201, 0.024303
387202, 0.02432
387203, 0.024313
387204, 0.024325
387205, 0.02436
387206, 0.024328
387207, 0.024328
387208, 0.024278
387209, 0.016068
387210, 0.01604
387211, 0.016028
387212, 0.01602
387213, 0.016073
387214, 0.016055
387215, 0.016048
387216, 0.016015
387217, 0.010745
387218, 0.010758
387219, 0.010755
387220, 0.010755
387221, 0.0050243
387222, 0.0050273
387223, 0.0050255
387224, 0.0050243
387225, 9.09762364
387226, 4.18960328
387227, 2.18788749
387228, 1.1751229
387229, 0.642616268
387230, 0.36461555
387231, 0.211374577
387232, 0.126468686
387233, 0.078123388
387234, 0.04782594
387235, 5.40209552
387236, 2.93664936
387237, 1.56637232
387238, 0.847385415
387239, 0.470824988
387240, 0.269962468
387241, 0.159774266
387242, 0.095351438
387243, 0.0598353135
387244, 1.91342137
387245, 1.0070617
387246, 1.21189171
387247, 9.99808538
387248, 5.99835316
387249, 6.8232336
387250, 0.93188424
387251, 0.8710882
387252, 7.41953722
387253, 6.94838798
387254, 5.66638808
387255, 1.60983584
387256, 1.50417138
387257, 1.27583075
387258, 0.836270005
387259, 0.820503021
387260, 0.779838883
387261, 0.455839139
387262, 0.45401187
387263, 0.450130656
387264, 0.438974032
387265, 0.425470256
387266, 0.26463
387267, 0.2648
387268, 0.26482
387269, 0.26477
387270, 0.26462
387271, 0.15583
387272, 0.15573
387273, 0.15498
387274, 0.15545
387275, 0.15533
387276, 0.15573
387277, 0.094465
387278, 0.094305
387279, 0.09452
387280, 0.09449
387281, 0.09445
387282, 0.094395
387283, 0.058825
387284, 0.0588
387285, 0.058925
387286, 0.0589
387287, 0.058815
387288, 0.05887
387289, 0.05887
387290, 0.02437
387291, 0.0243
387292, 0.02437
387293, 0.024335
387294, 0.024275
387295, 0.02437
387296, 0.02421
387297, 0.02427
387300, 1.6772
387301, 1.6739
387302, 1.6751
387303, 0.86041
387304, 0.86124
387305, 0.46585
387306, 0.46631
387307, 0.46636
387308, 0.46641
387309, 0.46672
387310, 0.26456
387311, 0.26449
387312, 0.26466
387313, 0.26461
387314, 0.26446
387315, 0.15556
387316, 0.1554
387317, 0.15556
387318, 0.15549
387319, 0.15544
387320, 0.1557
387321, 0.094481
387322, 0.094567
387323, 0.094624
387324, 0.094439
387325, 0.094474
387326, 0.094516
387327, 0.05884
387328, 0.058683
387329, 0.05885
387330, 0.05889
387331, 0.058865
387332, 0.05894
387333, 0.037475
387334, 0.037468
387335, 0.03748
387336, 0.0376
387337, 0.037503
387338, 0.037438
387339, 0.024328
387340, 0.024343
387341, 0.024333
387342, 0.024335
387343, 0.024345
387344, 0.024288
387450, 0.0188132719
387451, 0.018782879
387452, 0.00253995428
387453, 0.0186676856
387454, 0.00252329805
387455, 0.0187615268
387456, 0.435854528
387457, 0.0185801135
387458, 0.433780015
387459, 0.012099699
387460, 0.233753056
387461, 0.012235638
387462, 0.232441364
387463, 0.0120867572
387464, 0.233685937
387465, 0.012111606
387466, 0.13353615
387467, 0.0120595105
387468, 0.0787456775
387469, 0.012120993
387470, 0.078427054
387471, 0.0079341936
387472, 0.078052894
387473, 0.008153918
387474, 0.0474769188
387475, 0.0080630836
387476, 0.0476420802
387477, 0.0080151872
387478, 0.047516634
387479, 0.0080727716
387480, 0.0469951407
387481, 0.005373065
387482, 0.0299091961
387483, 0.0053655966
387484, 0.0295179515
387485, 0.00251164298
387486, 0.0296250416
387487, 0.00544342815
387488, 0.0294862148
387489, 0.0185007414
387550, 109.725998
387551, 81.4255362
387552, 43.1789148
387553, 40.2015437
387554, 27.3225662
387555, 25.22208
387556, 16.2270995
387557, 14.3837965
387558, 10.2299447
387559, 9.42153836
387560, 6.6196907
387561, 5.90386124
387562, 4.34918074
387563, 4.04019
387564, 2.97571736
387565, 2.6881297
387566, 2.02834633
387567, 1.8871886
387568, 1.50059516
387569, 1.45081264
387570, 1.31606751
387571, 1.01834717
387572, 0.953728632
387573, 0.79976244
387574, 0.786745353
387575, 0.754746224
387576, 0.688528415
387577, 0.542061216
387578, 0.504512872
387579, 0.442897989
387580, 0.434973821
387581, 0.427250125
387582, 0.413814327
387583, 0.37682697
387584, 0.30233447
387585, 0.252893659
387586, 0.255012009
387587, 0.252755756
387588, 0.2524231
387589, 0.249925284
387590, 0.24917902
387591, 0.243814348
387592, 0.235227136
387593, 0.218094383
387594, 0.150544191
387595, 0.150601513
387596, 0.150447501
387597, 0.150288096
387598, 0.149444181
387599, 0.148356623
387600, 0.147668596
387601, 0.14457566
387602, 0.139714061
387603, 0.0916472548
387604, 0.091271651
387605, 0.0918238088
387606, 0.0916481981
387607, 0.0910554486
387608, 0.0907904907
387609, 0.0901666056
387610, 0.0896559411
387611, 0.0878908912
387612, 0.0573408234
387613, 0.0573945523
387614, 0.0571378665
387615, 0.057289987
387616, 0.0571384663
387617, 0.0566612037
387618, 0.0568991225
387619, 0.0562884651
387620, 0.0561279726
387621, 0.0364938912
387622, 0.03681819
387623, 0.036627375
387624, 0.0367181198
387625, 0.0365373525
387626, 0.0366388704
387627, 0.0363528014
387628, 0.0364344993
387629, 0.035964505
387630, 0.023867648
