SampleID, xsectioninpb
363621, 0.0221810883
363622, 0.0132680135
363623, 0.00672340944
363624, 14003.836
363625, 2312.79695
363626, 404.583081
363627, 537.559346
363628, 181.243013
363629, 36.5248526
363630, 212.181365
363631, 84.4317666
363632, 22.1788722
363633, 45.5218885
363634, 20.9700058
363635, 7.00310668
363636, 6.75684646
363637, 3.4162898
363638, 1.3325193
363639, 2.27827631
363640, 1.22708222
363641, 0.515585455
363642, 0.723269694
363643, 0.40691628
363644, 0.190774746
363645, 0.021668263
363646, 0.0133749731
363647, 0.00667990414
363648, 13988.5931
363649, 2310.22064
363650, 404.038082
363651, 537.646902
363652, 180.720631
363653, 36.597105
363654, 210.36222
363655, 83.3392245
363656, 21.8640672
363657, 44.9601093
363658, 20.552493
363659, 6.87678191
363660, 6.72958
363661, 3.40600119
363662, 1.33187957
363663, 2.28443477
363664, 1.22070451
363665, 0.523356736
363666, 0.723975648
363667, 0.41189036
363668, 0.188770494
363669, 0.0226583659
363670, 0.0135827147
363671, 0.00706489016
362384, 19372.2004
362385, 18844.3781
362386, 18149.1205
362387, 19547.1143
362388, 19342.0575
362389, 18658.034
362390, 19415.1244
362391, 18809.5717
362392, 1037.81936
362393, 968.148714
362394, 995.60232
362395, 1063.99176
362396, 1057.78244
362397, 1000.88959
362398, 1015.19664
362399, 1000.48853
362400, 1258.33046
362401, 1262.29356
362402, 1203.96407
362403, 1302.78813
362404, 1314.1109
362405, 1234.35171
362406, 1282.36162
362407, 1231.41267
362408, 442.293571
362409, 447.372629
362410, 444.609273
362411, 451.257543
362412, 487.980136
362413, 418.18378
362414, 540.345273
362415, 389.614907
362418, -2.65071334e-10
362419, 104.985614
362420, 95.6966505
362421, 94.8912648
362422, 115.873909
362423, 87.8451248
362426, -3.77437896e-10
362427, 55.2792245
362428, 1.50946427e-10
362429, 49.85624
362430, 65.0669527
362431, 48.5143495
362432, 55.309604
362433, 59.2560383
362434, 58.0385093
362435, 58.5263728
362436, 64.3512666
362437, 54.2895258
362438, 67.726428
362439, 51.6137103
362442, 16.1387343
362443, 14.8715762
362444, 18.0516001
362445, 14.4504245
362446, 18.2521654
362447, 15.3383533
362451, 8.41013278
362453, 7.48585149
362454, 9.45066562
362456, 3.40607908
362457, 3.82717929
362458, 3.67353582
362459, 3.86291517
362460, 3.75888296
362461, 3.37112014
362462, 4.10854656
362463, 3.51050801
362464, 5.04268819e-12
362465, -4.12463155e-12
362466, 1.17121239
362467, 1.21680127
362468, 1.35297031
362469, 1.01110611
362470, 1.28497313
362471, 1.14018175
362472, 0.500292545
362474, 2.14540914
362475, 0.722149281
362476, 0.857554124
362477, 0.596666862
362478, 0.595780254
362479, 0.64490673
362480, 0.260413611
362481, 0.244332652
362482, 0.182510997
362483, 0.218625252
362484, 0.23669856
362485, 0.188704634
362486, 0.232151287
362487, 0.210716094
362488, -0.443173575
362489, 0.375814648
362490, 0.0632273592
362491, 0.0724853646
362492, 0.0937554126
362493, 0.0593679282
362494, 0.0758755949
362495, 0.0559471332
362496, 1.70768913e-14
362498, 0.0723311978
362499, 0.046388262
362500, 0.0652963991
362501, 0.037520406
362502, 0.0476155583
362503, 0.0459789673
362504, 0.0321065971
362505, 0.0414334393
362506, 0.0353328985
362507, 0.0385042119
362508, 0.0436563499
362509, 0.0344215904
362510, 0.0389092142
362511, 0.0368661108
362512, 0.011847298
362513, 0.0074133603
362514, -0.0190944094
362515, 0.0136000404
362516, 0.0125659721
362517, 0.0108928749
362518, 0.0136028643
362519, 0.0124047958
362520, 0.0168320252
362521, 0.0393235883
362522, 0.00726953397
362523, 0.00859873722
362524, 0.0106621309
362525, 0.0071166112
362526, 0.00805528136
362527, 0.0116502048
362528, 0.00360913625
362529, 0.00541787018
362530, 0.00436068889
362531, 0.00503339827
362532, 0.00879006275
362533, 0.00363119575
362534, 0.00488433268
362535, 0.0062115409
362536, 0.00159396829
362537, 0.000977890884
362538, 0.00161718772
362539, 0.00186529681
362540, 0.0005912731
362541, 0.00174069275
362542, 0.001762521
362543, 0.00129184394
362544, 0.000158739229
362545, 0.000354906927
362546, 1.06249515e-16
362547, 0.00121268931
362548, 2.24127844e-16
362549, 0.00079463364
362550, 0.00118563966
362552, 2.9221971e-05
362553, 1.86753799e-05
362554, 1.7861455e-05
362555, 2.02560868e-05
362556, 1.99541062e-05
362557, 1.59229395e-05
362558, 1.81372364e-05
362559, 1.78326112e-05
362560, 6.61896438e-06
362561, 5.05087158e-06
362562, 7.76606616e-06
362563, 7.2816753e-06
362564, 3.37142019e-09
362565, 6.5230139e-06
362566, 6.76071734e-06
362567, 6.54025944e-06
362568, 3.5519781e-07
362569, 8.00771314e-07
362570, 2.23275215e-19
362571, 5.18007204e-06
362572, -1.45393072e-19
362573, 3.74030574e-06
362574, 3.5369554e-06
362575, 3.42280088e-06
303561, 8945.95675
303562, 6500.1684
304307, 29.504
304308, 2.1559
304309, 0.046461
304623, 23.146
304624, 1.4823
304625, 0.27757
304626, 0.035315
304627, 0.0038008
304673, 13.525
304674, 0.92071
304675, 0.1753
304676, 0.02179
304677, 0.0022739
304824, 197.94
363780, 11303
363781, 8283.4
429316, 10571
361106, 1950.6321
361107, 1950.6321
361108, 1950.6321
425001, 1900.8
425002, 1900.8
425003, 1900.7
425004, 1900.8
425005, 1900.8
425006, 1900.5
425007, 1900.7
425008, 1900.8
429011, 1900.8
301000, 17.478
301001, 2.9212
301002, 1.082
301003, 0.1955
301004, 0.037401
301005, 0.010607
301006, 0.0042582
301007, 0.0014219
301008, 0.00054521
301009, 0.00022992
301010, 0.00010387
301011, 4.94e-05
301012, 2.4452e-05
301013, 1.2487e-05
301014, 1.0025e-05
301015, 2.9342e-06
301016, 8.9764e-07
301017, 2.8071e-07
301018, 1.2645e-07
301020, 17.478
301021, 2.9212
301022, 1.082
301023, 0.1955
301024, 0.037399
301025, 0.010607
301026, 0.0042582
301027, 0.0014219
301028, 0.00054521
301029, 0.00022991
301030, 0.00010387
301031, 4.94e-05
301032, 2.4452e-05
301033, 1.2487e-05
301034, 1.0029e-05
301035, 2.9342e-06
301036, 8.9764e-07
301037, 2.8071e-07
301038, 1.2645e-07
301040, 17.479
301041, 2.9213
301042, 1.082
301043, 0.1955
301044, 0.037401
301045, 0.010607
301046, 0.0042585
301047, 0.001422
301048, 0.00054524
301049, 0.00022992
301050, 0.00010386
301051, 4.9403e-05
301052, 2.4454e-05
301053, 1.249e-05
301054, 1.0031e-05
301055, 2.9343e-06
301056, 8.9766e-07
301057, 2.8071e-07
301058, 1.2648e-07
361664, 717.44628
361665, 1763.34503
361666, 760.24764
361667, 1811.65389
361668, 8.2249528
361669, 100.085484
361372, 1549.26001
361375, 44.2277699
361378, 6.50658419
361381, 0.407251422
361384, 0.0240161216
361387, 0.0041501029
361390, 0.000504023521
361393, 1.84978657e-06
361396, 1545.03413
361399, 44.4068183
361402, 6.40316219
361405, 0.402575488
361408, 0.0234903479
361411, 0.00406676147
361414, 0.000566400949
361417, 2.34030855e-06
361420, 1540.41787
361423, 44.6567636
361426, 6.45569371
361429, 0.401065
361432, 0.0234880702
361435, 0.0041077153
361438, 0.00053221242
361441, 2.30406138e-06
361444, 8494.26416
361447, 254.096134
361450, 36.8015966
361453, 2.2845642
361456, 0.128349462
361459, 0.0227252925
361462, 0.00277306876
407100, 1551.90395
407103, 42.7419005
407106, 6.54777868
407109, 0.461363714
407112, 0.0278476493
407115, 0.00491918659
407118, 0.000654526911
407121, 1550.99138
407124, 42.7472205
407127, 6.53652285
407130, 0.46026168
407133, 0.0279290458
407136, 0.00492828757
407139, 0.00065446592
407142, 1550.2329
407145, 42.787733
407148, 6.52851596
407151, 0.460996629
407154, 0.0278463921
407157, 0.00495827156
407160, 0.00065351128
407163, 8400.86022
407166, 240.755386
407169, 36.8324468
407172, 2.57373667
407175, 0.154211939
407178, 0.0270081391
407181, 0.00353695197
361373, 282.772058
361376, 14.9527429
361379, 2.53890065
361382, 0.17993672
361385, 0.0113516533
361388, 0.00219795232
361391, 0.00029905438
361394, 1.63153099e-06
361397, 281.969546
361400, 15.0445695
361403, 2.5355413
361406, 0.185533832
361409, 0.0111572769
361412, 0.00205380574
361415, 0.000265446
361418, 1.15619402e-06
361421, 282.756353
361424, 15.2093402
361427, 2.5292236
361430, 0.176406172
361433, 0.0112249334
361436, 0.00215644491
361442, 1.43542124e-06
361445, 1529.15042
361448, 85.4404736
361451, 14.3225877
361454, 1.01492646
361457, 0.0637950855
361460, 0.0122536356
361463, 0.00157073947
361466, 7.13376238e-06
407101, 288.397895
407104, 15.1682688
407107, 2.55168612
407110, 0.199978144
407113, 0.0131551782
407116, 0.00241317389
407119, 0.000341380842
407122, 288.174225
407125, 15.1591306
407128, 2.57796804
407131, 0.200009636
407134, 0.0131410438
407137, 0.00245116886
407140, 0.000344497725
407143, 288.464202
407146, 15.1986895
407149, 2.55752192
407152, 0.200241088
407155, 0.0131138366
407158, 0.00242903619
407161, 0.000342524832
407164, 1543.36848
407167, 84.4744161
407170, 14.3915902
407173, 1.11555886
407176, 0.0723258936
407179, 0.0133868344
407182, 0.00183661907
361374, 158.396127
361377, 8.9945728
361380, 1.57928188
361383, 0.107766448
361386, 0.00705601448
361389, 0.00134472608
361392, 0.000180989196
361395, 5.24107867e-07
361398, 158.199011
361401, 8.93747949
361404, 1.55454029
361407, 0.113373913
361410, 0.00737173836
361413, 0.00129719407
361416, 0.000191261489
361419, 8.21015879e-07
361422, 157.407818
361425, 8.97125061
361428, 1.49429368
361431, 0.108832258
361434, 0.00707605293
361437, 0.00131854458
361440, 0.000160291999
361443, 1.00043719e-06
361446, 873.497579
361449, 51.9520789
361452, 8.86201477
361455, 0.629728212
361458, 0.0383919067
361461, 0.00665833224
361464, 0.00105119532
407102, 174.119326
407105, 9.38350367
407108, 1.55075224
407111, 0.117711433
407114, 0.00759235552
407117, 0.0013990992
407120, 0.000194506335
407123, 173.982292
407126, 9.38751912
407129, 1.5464758
407132, 0.117887506
407135, 0.00763191405
407138, 0.0013921776
407141, 0.000192347892
407144, 174.102625
407147, 9.35160259
407150, 1.54172678
407153, 0.117567945
407156, 0.00760915545
407159, 0.00140070432
407162, 0.00019452774
407165, 964.071267
407168, 53.2959574
407171, 8.7724444
407174, 0.66273968
407177, 0.042180944
407180, 0.00771972592
407183, 0.00105436003
363102, 46.7518514
363105, 6.73378408
363108, 0.486837566
363111, 0.0300847345
363114, 0.00538690776
363117, 0.000695499972
363120, 2.41583832e-06
363361, 1643.85019
363364, 1642.54478
363367, 46.6390993
363370, 6.77689937
363373, 0.481671305
363376, 0.0302370819
363379, 0.00536399471
363382, 0.000690719818
363385, 2.45142277e-06
363388, 1641.46287
363391, 46.7905751
363394, 6.78983777
363397, 0.48716142
363400, 0.0287551103
363403, 0.00541451652
363406, 0.000697775549
363409, 2.52433536e-06
363412, 8849.62366
363415, 262.063482
363418, 37.8759591
363421, 2.69614254
363424, 0.167775035
363427, 0.0277097304
363430, 0.00362348722
363433, 1.04331813e-05
429056, 1620.42226
429059, 75.931635
429062, 24.375986
429065, 4.75981646
363103, 14.0268684
363106, 2.41307639
363109, 0.196832713
363112, 0.0132102542
363115, 0.00239523521
363118, 0.00031770395
363121, 1.28485219e-06
363362, 240.97383
363365, 240.030832
363368, 14.0095086
363371, 2.40749513
363374, 0.195283767
363377, 0.0129688701
363380, 0.00237104813
363383, 0.000318973355
363386, 1.37999902e-06
363389, 241.466441
363392, 14.0492685
363395, 2.42660918
363398, 0.198314112
363401, 0.0129368027
363404, 0.00240084361
363407, 0.000332779826
363410, 1.21783372e-06
363413, 1261.78483
363416, 78.6426198
363419, 14.5813741
363422, 1.06747701
363425, 0.0703851032
363428, 0.0129641706
363431, 0.00171110093
363434, 6.62667821e-06
429057, 224.88923
429060, 20.6711924
429063, 9.24991443
429066, 2.25824062
363104, 8.83252916
363107, 1.5554027
363110, 0.124324067
363113, 0.00816315851
363116, 0.00147395657
363119, 0.000144827889
363122, 8.36227038e-07
363363, 140.512239
363366, 142.586651
363369, 8.98330568
363372, 1.56038068
363375, 0.123565964
363378, 0.00765478422
363381, 0.00149530514
363384, 0.000184685545
363387, 6.69432218e-07
363390, 140.517437
363393, 8.86152595
363396, 1.5579764
363399, 0.123000982
363402, 0.0079688538
363405, 0.0014947237
363408, 0.000189394718
363411, 6.9864944e-07
363414, 777.42136
363417, 49.2164439
363420, 8.73914433
363423, 0.7032228
363426, 0.0443653121
363429, 0.00785249793
363432, 0.00103676129
363435, 4.15960697e-06
429058, 128.607297
429061, 12.4017795
429064, 6.04006767
429067, 1.49365557
342195, 421.353948
342196, 3.31273127
343982, 3.65082607
343983, 4.03282075
343984, 5.96621632
343985, 3.683427
343986, 2.62489616
361500, 1726.7712
361501, 261.17168
361502, 82.91976
361503, 23.012528
361504, 8.982512
361505, 1727.264
361506, 261.1224
361507, 82.978896
361508, 22.955856
361509, 8.9952016
361510, 1722.0896
361511, 260.4448
361512, 82.760832
361513, 22.926288
361514, 8.9626768
361515, 9234.85072
361516, 1474.08283
361517, 475.548628
361518, 135.211264
361519, 53.3770048
361628, 3298.1872
361629, 55.425216
361630, 36.087744
361631, 7.536144
361632, 2.7216112
361633, 3298.1872
361634, 55.41536
361635, 36.100064
361636, 7.5260416
361637, 2.7388592
361638, 2972.0768
361639, 56.695408
361640, 35.545664
361641, 7.4552016
361642, 2.7240752
363123, 1626.75424
363124, 212.082719
363125, 115.816342
363126, 69.2916422
363127, 16.7974546
363128, 10.4476875
363129, 27.6083486
363130, 8.1741298
363131, 5.16219674
363132, 5.86663696
363133, 2.1300075
363134, 1.32967395
363135, 0.866095013
363136, 0.36077478
363137, 0.221574336
363138, 0.284154859
363139, 0.132113835
363140, 0.0811835369
363141, 0.0933422767
363142, 0.0453289064
363143, 0.0290249628
363144, 0.00355985503
363145, 0.00185392077
363146, 0.00104980393
363147, 1634.33705
363148, 211.387764
363149, 116.054335
363150, 69.6765818
363151, 16.8612126
363152, 10.4599866
363153, 27.6393603
363154, 8.21994528
363155, 5.13729728
363156, 5.88386965
363157, 2.12955724
363158, 1.33560152
363159, 0.86676154
363160, 0.360900936
363161, 0.221453075
363162, 0.293149724
363163, 0.133040338
363164, 0.0823483824
363165, 0.0963800354
363166, 0.0478026569
363167, 0.0290617362
363168, 0.00345513912
363169, 0.00191463889
363170, 0.0011407047
363725, 2850.45807
363726, 271.940258
363727, 87.671446
363728, 19.6741494
363729, 7.45163818
363730, 2.38665393
363731, 6.70555389
363732, 2.8281103
363733, 1.06335079
363734, 1.24805452
363735, 0.585287543
363736, 0.257895301
363737, 0.159495808
363738, 0.0815326374
363739, 0.0386628928
363740, 0.047217768
363741, 0.0249358029
363742, 0.0126177882
363743, 0.012514463
363744, 0.00680756422
363745, 0.00359515554
363746, 0.000207189156
363747, 0.000124912628
363748, 7.49853453e-05
362000, 8484.64299
362001, 8492.57894
362002, 8507.98138
362003, 8612.76339
362004, 8482.85926
362005, 8535.20023
362006, 8480.92502
362007, 8533.82085
362008, 1521.06884
362009, 1528.62138
362010, 1531.36451
362011, 1496.67871
362012, 1739.5873
362013, 1526.74198
362014, 1511.66917
362015, 1534.63777
362016, 839.004251
362017, 867.376102
362018, 866.011244
362019, 881.496874
362020, 836.404016
362021, 880.648985
362022, 851.704253
362023, 880.113879
362024, 240.211818
362025, 254.43088
362026, 255.72199
362027, 249.034785
362028, 267.169909
362029, 233.408313
362030, 286.579754
362031, 220.844831
362032, 71.5817274
362033, 5.19035806e-11
362034, 82.3643794
362035, 81.6518854
362036, 81.7152388
362037, 75.4531903
362038, 89.6407565
362039, 73.0656422
362040, 42.3659327
362041, 8.67883354e-11
362042, 46.9978017
362043, 49.0128688
362044, 46.4933976
362045, 45.3988062
362046, 50.1852462
362047, 42.049081
362048, 47.3317922
362049, 35.2356484
362050, 35.7433313
362051, 34.3311919
362052, 36.3659987
362053, 31.9492699
362054, 39.2314787
362055, 30.7741226
362056, -2.00412859e-11
362058, 12.7409076
362059, 12.7902737
362060, -11.5032922
362061, 11.8337377
362062, 14.0944829
362063, 11.3929419
362064, 5.8466651
362066, 5.51400588e-13
362067, 7.33383476
362069, 6.54428691
362070, 8.05323954
362071, -6.42735931
362072, 1.99509534
362073, 2.43140778
362074, 2.36373594
362075, 2.29614909
362076, 2.39504139
362077, 2.10724551
362078, 2.53511106
362079, 2.15228208
362080, 0.780859411
362081, 0.990905844
362082, 0.974340613
362083, 0.971762301
362084, 1.06674479
362085, 0.855720007
362086, 1.03920361
362087, 1.11606393
362088, 0.396856941
362089, 6.34093462e-13
362090, 0.534256728
362091, 0.580966472
362092, 0.70360131
362093, 0.512111654
362094, 0.590204525
362095, 0.531914418
362096, 0.0289063342
362097, 0.139744592
362098, 0.128924581
362099, 0.131505292
362100, 0.145719702
362101, 0.119289136
362102, 0.138808123
362103, 0.129133836
362104, 0.0466272851
