SampleID, process,                                                      xsectioninpb, filtereff,  kfactor,       uncertup, uncertdown, generator,                                                   etag
364173,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_CVetoBVeto,        944.98,       6.7483E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364174,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_CFilterBVeto,      946.37,       2.4414E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364175,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_BFilter,           945.63,       8.3353E-02, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364176,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_CVetoBVeto,       339.75,       5.9858E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364177,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_CFilterBVeto,     339.8,        2.8805E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364178,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_BFilter,          339.7,        1.1088E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364179,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_CVetoBVeto,       72.077,       5.4829E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364180,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_CFilterBVeto,     72.105,       3.1969E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364181,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_BFilter,          72.077,       1.3865E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364182,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV500_1000,                 15.05,        1.0000E+00, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364183,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV1000_E_CMS,               1.2344,       1.0000E+00, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364184,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_CVetoBVeto,        19155.0,      8.2462E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364185,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_CFilterBVeto,      19154.0,      1.2951E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364186,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_BFilter,           19152.0,      4.5128E-02, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364187,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_CVetoBVeto,      945.58,       6.7560E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364188,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_CFilterBVeto,    946.49,       2.4245E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364189,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_BFilter,         945.87,       8.3903E-02, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364190,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_CVetoBVeto,     339.69,       5.9884E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364191,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_CFilterBVeto,   339.84,       2.9032E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364192,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_BFilter,        339.68,       1.0575E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364193,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_CVetoBVeto,     72.078,       5.6172E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364194,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_CFilterBVeto,   71.99,        3.1863E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364195,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_BFilter,        71.944,       1.3597E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364196,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV500_1000,               15.052,       1.0000E+00, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364197,   Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV1000_E_CMS,             1.2342,       1.0000E+00, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364250,   Sherpa_222_NNPDF30NNLO_llll,                                  1.2523,       1.0000E+00, 1.0,           0.0,      0.0,        Sherpa(v2.2.2),                                              e5894
364253,   Sherpa_222_NNPDF30NNLO_lllv,                                  4.579,        1.0000E+00, 1.0,           0.0,      0.0,        Sherpa(v2.2.2),                                              e5916
364254,   Sherpa_222_NNPDF30NNLO_llvv,                                  12.501,       1.0,        1.0,           0.0,      0.0,        Sherpa(v2.2.2),                                              e5916
364255,   Sherpa_222_NNPDF30NNLO_lvvv,                                  3.2344,       1.0,        1.0,           0.0,      0.0,        Sherpa(v2.2.2),                                              e5916
410464,   aMcAtNloPy8EvtGen_MEN30NLO_A14N23LO_ttbar_noShWe_SingleLep,   711.43,       4.4037E-01, 1.1691,        0.0,      0.0,        MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.230)+EvtGen(v1.6.0), e6762
410465,   aMcAtNloPy8EvtGen_MEN30NLO_A14N23LO_ttbar_noShWe_dil,         712.02,       1.0717E-01, 1.1681,        0.0,      0.0,        MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.230)+EvtGen(v1.6.0), e6762
410466,   aMcAtNloPy8EvtGen_MEN30NLO_A14N23LO_ttbar_noShWe_AllHadronic, 711.38,       4.5261E-01, 1.1692,        0.0,      0.0,        NULL,                                                        e6762
410470,   PhPy8EG_A14_ttbar_hdamp258p75_nonallhad,                      729.77,       5.4380E-01, 1.13975636159, 0.0,      0.0,        Powheg+Pythia8(v8.230)+EvtGen(v1.6.0),                       e6337
410471,   PhPy8EG_A14_ttbar_hdamp258p75_allhad,                         729.77,       4.5623E-01, 1.13974074379, 0.0,      0.0,        Powheg+Pythia8(v8.230)+EvtGen(v1.6.0),                       e6337
410472,   PhPy8EG_A14_ttbar_hdamp258p75_dil,                            729.77,       1.0537E-01, 1.13975636159, 0.0,      0.0,        Powheg+Pythia8(v8.230)+EvtGen(v1.6.0),                       e6348
410480,   PhPy8EG_A14_ttbar_hdamp517p5_SingleLep,                       729.74,       4.3852E-01, 1.0,           0.0,      0.0,        Powheg+Pythia8(v8.230)+EvtGen(v1.6.0),                       e6454
410481,   PhPy8EG_A14_ttbar_hdamp517p5_allhad,                          729.74,       4.5622E-01, 1.0,           0.0,      0.0,        Powheg+Pythia8(v8.230)+EvtGen(v1.6.0),                       e6520
410482,   PhPy8EG_A14_ttbar_hdamp517p5_dil,                             729.74,       1.0546E-01, 1.0,           0.0,      0.0,        Powheg+Pythia8(v8.230)+EvtGen(v1.6.0),                       e6454
410557,   PowhegHerwig7EvtGen_H7UE_tt_hdamp258p75_704_SingleLep,        730.14,       4.3853E-01, 1.0,           0.0,      0.0,        Powheg+Herwig7(v7.0.4)+EvtGen(v1.6.0),                       e6366
410558,   PowhegHerwig7EvtGen_H7UE_tt_hdamp258p75_704_dil,              730.15,       1.0537E-01, 1.0,           0.0,      0.0,        Powheg+Herwig7(v7.0.4)+EvtGen(v1.6.0),                       e6366
410559,   PowhegHerwig7EvtGen_H7UE_tt_hdamp258p75_allhad,               730.15,       4.5624E-01, 1.1392,        0.0,      0.0,        Powheg+Herwig7+EvtGen,                                       e6567
410644,   PowhegPythia8EvtGen_A14_singletop_schan_lept_top,             2.027,        1.0000E+00, 1.0170,        0.0,      0.0,        Powheg+EvtGen(v1.6.0),                                       e6527
410645,   PowhegPythia8EvtGen_A14_singletop_schan_lept_antitop,         1.2674,       1.0000E+00, 1.0167,        0.0,      0.0,        Powheg+EvtGen(v1.6.0),                                       e6527
410646,   PowhegPythia8EvtGen_A14_Wt_DR_inclusive_top,                  37.935,       1.0000E+00, 0.9450,        0.0,      0.0,        Powheg+EvtGen(v1.6.0),                                       e6552
410647,   PowhegPythia8EvtGen_A14_Wt_DR_inclusive_antitop,              37.905,       1.0000E+00, 0.9457,        0.0,      0.0,        Powheg+EvtGen(v1.6.0),                                       e6552
410658,   PhPy8EG_A14_tchan_BW50_lept_top,                              36.996,       1.0000E+00, 1.1935,        0.0,      0.0,        Powheg+Pythia8.230+EvtGen,                                   e6671
410659,   PhPy8EG_A14_tchan_BW50_lept_antitop,                          22.173,       1.0000E+00, 1.1849,        0.0,      0.0,        Powheg+Pythia8.230+EvtGen,                                   e6671
500299,   MGPy8EG_S1TbLQtau_M200_l0_3,                                  0.30551,      1.0000E+00, 1.0,           0.0,      0.0,        MadGraph(v.2.6.7p3.atlas5)+Pythia8(v.240p3)+EvtGen(v.1.7.0), e8041
500300,   MGPy8EG_S1TbLQtau_M300_l0_3,                                  0.054261,     1.0000E+00, 1.0,           0.0,      0.0,        NULL,                                                        e8041
500301,   MGPy8EG_S1TbLQtau_M500_l0_3,                                  0.0047809,    1.0000E+00, 1.0,           0.0,      0.0,        MadGraph(v.2.6.7p3.atlas5)+Pythia8(v.240p3)+EvtGen(v.1.7.0), e8041
500302,   MGPy8EG_S1TbLQtau_M600_l0_3,                                  0.0018535,    1.0000E+00, 1.0,           0.0,      0.0,        MadGraph(v.2.6.7p3.atlas5)+Pythia8(v.240p3)+EvtGen(v.1.7.0), e8041
500303,   MGPy8EG_S1TbLQtau_M800_l0_3,                                  0.00037499,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph(v.2.6.7p3.atlas5)+Pythia8(v.240p3)+EvtGen(v.1.7.0), e8041
500304,   MGPy8EG_S1TbLQtau_M1000_l0_3,                                 9.8056e-05,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph(v.2.6.7p3.atlas5)+Pythia8(v.240p3)+EvtGen(v.1.7.0), e8041
500305,   MGPy8EG_S1TbLQtau_M1500_l0_3,                                 6.4198e-06,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph(v.2.6.7p3.atlas5)+Pythia8(v.240p3)+EvtGen(v.1.7.0), e8041
800302,   Py8EG_A14NNPDF23LO_DYtautau_120MLL180,                        13.818,       1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800303,   Py8EG_A14NNPDF23LO_DYtautau_180MLL250,                        2.3388,       1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800304,   Py8EG_A14NNPDF23LO_DYtautau_250MLL400,                        0.8659,       1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800305,   Py8EG_A14NNPDF23LO_DYtautau_400MLL600,                        0.15597,      1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800306,   Py8EG_A14NNPDF23LO_DYtautau_600MLL800,                        0.029587,     1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800307,   Py8EG_A14NNPDF23LO_DYtautau_800MLL1000,                       0.0083227,    1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800308,   Py8EG_A14NNPDF23LO_DYtautau_1000MLL1250,                      0.0033045,    1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800309,   Py8EG_A14NNPDF23LO_DYtautau_1250MLL1500,                      0.0010952,    1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800310,   Py8EG_A14NNPDF23LO_DYtautau_1500MLL1750,                      0.00041723,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800311,   Py8EG_A14NNPDF23LO_DYtautau_1750MLL2000,                      0.00017641,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800312,   Py8EG_A14NNPDF23LO_DYtautau_2000MLL2250,                      7.9755e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800313,   Py8EG_A14NNPDF23LO_DYtautau_2250MLL2500,                      3.8209e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800314,   Py8EG_A14NNPDF23LO_DYtautau_2500MLL2750,                      1.9075e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800315,   Py8EG_A14NNPDF23LO_DYtautau_2750MLL3000,                      9.8749e-06,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800316,   Py8EG_A14NNPDF23LO_DYtautau_3000MLL3500,                      8.0468e-06,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800317,   Py8EG_A14NNPDF23LO_DYtautau_3500MLL4000,                      2.4165e-06,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800318,   Py8EG_A14NNPDF23LO_DYtautau_4000MLL4500,                      7.5859e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800319,   Py8EG_A14NNPDF23LO_DYtautau_4500MLL5000,                      2.4352e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
800320,   Py8EG_A14NNPDF23LO_DYtautau_5000MLL,                          1.1655e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Pythia8(v.244p3)+EvtGen(v.1.7.0),                            e8118
509359,   MGPy8EG_S1TbLQtau_NoFilter_M400_l1_0,                         2.1539e-01,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509360,   MGPy8EG_S1TbLQtau_NoFilter_M400_l1_5,                         5.8190e-01,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509361,   MGPy8EG_S1TbLQtau_NoFilter_M400_l1_7,                         8.0683e-01,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509362,   MGPy8EG_S1TbLQtau_NoFilter_M400_l2_0,                         1.2618e-00,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509363,   MGPy8EG_S1TbLQtau_NoFilter_M400_l2_5,                         2.3409e-00,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509364,   MGPy8EG_S1TbLQtau_NoFilter_M700_l1_0,                         1.5676e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509365,   MGPy8EG_S1TbLQtau_NoFilter_M700_l1_5,                         5.0910e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509366,   MGPy8EG_S1TbLQtau_NoFilter_M700_l1_7,                         7.5764e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509367,   MGPy8EG_S1TbLQtau_NoFilter_M700_l2_0,                         1.2935e-01,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509368,   MGPy8EG_S1TbLQtau_NoFilter_M700_l2_5,                         2.7171e-01,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
508685,   MGPy8EG_S1TbLQtau_NoFilter_M900_l1_0,                         4.6685e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509369,   MGPy8EG_S1TbLQtau_NoFilter_M900_l1_5,                         1.6998e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509370,   MGPy8EG_S1TbLQtau_NoFilter_M900_l1_7,                         2.6140e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
508686,   MGPy8EG_S1TbLQtau_NoFilter_M900_l2_0,                         4.6393e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509371,   MGPy8EG_S1TbLQtau_NoFilter_M900_l2_5,                         1.0269e-01,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509372,   MGPy8EG_S1TbLQtau_NoFilter_M1100_l1_0,                        1.7941e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509373,   MGPy8EG_S1TbLQtau_NoFilter_M1100_l1_5,                        7.1872e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509374,   MGPy8EG_S1TbLQtau_NoFilter_M1100_l1_7,                        1.1322e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509375,   MGPy8EG_S1TbLQtau_NoFilter_M1100_l2_0,                        2.0653e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509376,   MGPy8EG_S1TbLQtau_NoFilter_M1100_l2_5,                        4.7226e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509377,   MGPy8EG_S1TbLQtau_NoFilter_M1300_l1_0,                        8.2709e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509378,   MGPy8EG_S1TbLQtau_NoFilter_M1300_l1_5,                        3.5648e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509379,   MGPy8EG_S1TbLQtau_NoFilter_M1300_l1_7,                        5.7106e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509380,   MGPy8EG_S1TbLQtau_NoFilter_M1300_l2_0,                        1.0604e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509381,   MGPy8EG_S1TbLQtau_NoFilter_M1300_l2_5,                        2.4755e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
508989,   MGPy8EG_S1TbLQtau_NoFilter_M1600_l1_0,                        3.2800e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509382,   MGPy8EG_S1TbLQtau_NoFilter_M1600_l1_5,                        1.5209e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509383,   MGPy8EG_S1TbLQtau_NoFilter_M1600_l1_7,                        2.4736e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
508990,   MGPy8EG_S1TbLQtau_NoFilter_M1600_l2_0,                        4.6666E-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509384,   MGPy8EG_S1TbLQtau_NoFilter_M1600_l2_5,                        1.1097e-02,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509385,   MGPy8EG_S1TbLQtau_NoFilter_M1900_l1_0,                        1.5768e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509386,   MGPy8EG_S1TbLQtau_NoFilter_M1900_l1_5,                        7.6201e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509387,   MGPy8EG_S1TbLQtau_NoFilter_M1900_l1_7,                        1.2492e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509388,   MGPy8EG_S1TbLQtau_NoFilter_M1900_l2_0,                        2.3771e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509389,   MGPy8EG_S1TbLQtau_NoFilter_M1900_l2_5,                        5.7067e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509390,   MGPy8EG_S1TbLQtau_NoFilter_M2200_l1_0,                        8.6128e-05,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509391,   MGPy8EG_S1TbLQtau_NoFilter_M2200_l1_5,                        4.2551e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509392,   MGPy8EG_S1TbLQtau_NoFilter_M2200_l1_7,                        7.0068e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509393,   MGPy8EG_S1TbLQtau_NoFilter_M2200_l2_0,                        1.3397e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509394,   MGPy8EG_S1TbLQtau_NoFilter_M2200_l2_5,                        3.2321e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
508687,   MGPy8EG_S1TbLQtau_NoFilter_M2500_l1_0,                        5.1394e-05,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509395,   MGPy8EG_S1TbLQtau_NoFilter_M2500_l1_5,                        2.5702e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509396,   MGPy8EG_S1TbLQtau_NoFilter_M2500_l1_7,                        4.2391e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
508688,   MGPy8EG_S1TbLQtau_NoFilter_M2500_l2_0,                        8.1247e-04,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
509397,   MGPy8EG_S1TbLQtau_NoFilter_M2500_l2_5,                        1.9655e-03,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph+Pythia8+EvtGen,                                     e8307
